Code,Type,Classification,Description
85304,ICD9,mod_sev,other and unspecified intracranial hemorrhage following injury w/o mention of open intracranial wound w/prolonged (>24 hrs) LOC and Return To Pre- Existing Conscious Level
85305,ICD9,mod_sev,other and unspecified intracranial hemorrhage following injury w/o mention of open Intracranial Wound w/prolonged (>24 hrs) LOC w/o return to pre-existing conscious level
85306,ICD9,mod_sev,other and unspecified intracranial hemorrhage following injury w/o mention of open intracranial wound w/LOC of unspecified duration
85309,ICD9,mod_sev,other and unspecified intracranial hemorrhage following injury w/o mention of open intracranial wound w/concussion unspecified
8531,ICD9,,other and unspecified intracranial hemorrhage following injury with open intracranial wound
85310,ICD9,mod_sev,other and unspecified intracranial hemorrhage following injury with open intracranial wound w/state of consciousness unspecified
85311,ICD9,mod_sev,other and unspecified intracranial hemorrhage following injury with open intracranial wound w/o LOC
85312,ICD9,mod_sev,other and unspecified intracranial hemorrhage following injury with open intracranial wound w/brief (<1 hr) LOC
85313,ICD9,mod_sev,other and unspecified intracranial hemorrhage following injury with open intracranial wound w/moderate (1-24 hrs) LOC
85314,ICD9,mod_sev,other and unspecified intracranial hemorrhage following injury with open intracranial wound w/prolonged( >24 hrs) LOC and return to pre-existing conscious level
85315,ICD9,mod_sev,other and unspecified intracranial hemorrhage following injury with open intracranial wound w/prolonged (>24 hrs) LOC w/o return to pre-existing conscious level
85316,ICD9,mod_sev,other and unspecified intracranial hemorrhage following injury with open intracranial wound w/LOC of unspecified duration
85319,ICD9,mod_sev,other and unspecified intracranial hemorrhage following injury with open intracranial wound w/concussion unspecified
8540,ICD9,,intracranial injury of other and unspecified nature w/o mention of open intracranial wound
85400,ICD9,Mild,intracranial injury of other and unspecified nature w/o mention of open intracranial wound w/state of consciousness unspecified
85401,ICD9,Mild,intracranial injury of other and unspecified nature w/o mention of open intracranial wound w/o LOC
85402,ICD9,Mild,intracranial injury of other and unspecified nature w/o mention of open intracranial wound w/brief (<1 hr) LOC
85403,ICD9,mod_sev,intracranial injury of other and unspecified nature w/o mention of open intracranial wound w/moderate (1-24 hrs) LOC
85404,ICD9,mod_sev,intracranial injury of other and unspecified nature w/o mention of open intracranial wound w/prolonged (>24 hrs) LOC and return to pre-existing conscious level
85405,ICD9,mod_sev,intracranial injury of other and unspecified nature w/o mention of open intracranial wound w/prolonged (>24 hrs) LOC w/o return to pre-existing conscious level
85406,ICD9,Mild,intracranial injury of other and unspecified nature w/o mention of open intracranial wound w/LOC of unspecified duration
85409,ICD9,Mild,intracranial injury of other and unspecified nature w/o mention of open intracranial wound w/concussion unspecified
8541,ICD9,,intracranial injury of other and unspecified nature with open Intracranial wound
85410,ICD9,mod_sev,intracranial injury of other and unspecified nature with open Intracranial wound w/state of consciousness unspecified
85411,ICD9,mod_sev,intracranial injury of other and unspecified nature with open Intracranial wound w/o LOC
85412,ICD9,mod_sev,intracranial injury of other and unspecified nature with open Intracranial wound w/brief (<1 hr) LOC
85413,ICD9,mod_sev,intracranial injury of other and unspecified nature with open Intracranial wound w/moderate (1-24 hrs) LOC
85414,ICD9,mod_sev,intracranial injury of other and unspecified nature with open Intracranial wound w/prolonged (>24 hrs) LOC and return to pre-existing conscious level
85415,ICD9,mod_sev,intracranial injury of other and unspecified nature with open Intracranial wound w/prolonged (>24 hrs) LOC w/o return to pre-existing conscious level
85416,ICD9,mod_sev,intracranial injury of other and unspecified nature with open Intracranial wound w/LOC of unspecified duration
85419,ICD9,mod_sev,intracranial injury of other and unspecified nature with open Intracranial wound w/concussion unspecified
9070,ICD9,,late effect of intracranial injury w/o skull fracture
9501,ICD9,,injury to optic chiasm
9502,ICD9,,injury to optic pathways
9503,ICD9,,injury to visual cortex
95901,ICD9,,other and unspecified injury to head
DOD0101,ICD10,,"personal history of traumatic brain injury, highest level of severity unknown"
DOD0102,ICD10,,"Personal history of traumatic brain injury (TBI), highest level of severity mild (Glasgow coma scale 13-15), LOC <1hr, post trauma amnesia < 24hr"
DOD0103,ICD10,,"Personal history of traumatic brain injury (TBI), highest level of severity moderate (Glasgow coma scale 9-12), LOC 1-24 hrs, post trauma amnesia 2-7 days"
DOD0104,ICD10,,"Personal history of traumatic brain injury (TBI), highest level of severity severe (Glasgow coma scale 3-8) ,LOC  > 24hrs, post trauma amnesia >7 days"
DOD0105,ICD10,,"Personal history of traumatic brain injury (TBI), penetrating intracranial wound (no level of severity assigned)"
F0781,ICD10,Mild,post-concussion syndrome
S020,ICD10,,fracture of vault of skull
S020XXA,ICD10,,"fracture of vault of skull, initial encounter for closed fracture"
S020XXB,ICD10,,"fracture of vault of skull, initial encounter for open fracture"
S020XXD,ICD10,,
S020XXS,ICD10,,
S021,ICD10,,fracture of base of skull
S0210,ICD10,,unspecified fracture of base of skull
S02101A,ICD10,,"fracture of base of skull, right side, initial encounter for closed fracture"
S02101B,ICD10,,"fracture of base of skull, right side, initial encounter for open fracture"
S02102A,ICD10,,"fracture of base of skull, left side, initial encounter for closed fracture"
S02102B,ICD10,,"fracture of base of skull, left side, initial encounter for open fracture"
S02109A,ICD10,,"fracture of base of skull, unspecified side, initial encounter for closed fracture"
S02109B,ICD10,,"fracture of base of skull, unspecified side, initial encounter for open fracture"
S0210XA,ICD10,,"unspecified fracture of base of skull, initial encounter for closed fracture"
S0210XB,ICD10,,"unspecified fracture of base of skull, initial encounter for open fracture"
S0210XD,ICD10,,
S0210XS,ICD10,,
S0211,ICD10,,fracture of occiput
S0211 EB,ICD10,,
S02110,ICD10,,type I occipital condyle fracture
S02110A,ICD10,,"type I occipital condyle fracture, unspecified side, initial encounter for closed fracture"
S02110B,ICD10,,"type I occipital condyle fracture, unspecified side, initial encounter for open fracture"
S02110D,ICD10,,"type I occipital condyle fracture, subsequent encounter"
S02110S,ICD10,,"type I occipital condyle fracture, sequelae"
S02111,ICD10,,type II occipital condyle fracture
S02111A,ICD10,,"type II occipital condyle fracture, unspecified side, initial encounter for closed fracture"
S02111B,ICD10,,"type II occipital condyle fracture, unspecified side, initial encounter for open fracture"
S02111D,ICD10,,"type II occipital condyle fracture, subsequent encounter"
S02111S,ICD10,,"type II occipital condyle fracture, sequelae"
S02112,ICD10,,type III occipital condyle fracture
S02112A,ICD10,,"type III occipital condyle fracture, unspecified side, initial encounter for closed fracture"
S02112B,ICD10,,"type III occipital condyle fracture, unspecified side, initial encounter for open fracture"
S02112D,ICD10,,"type III occipital condyle fracture, subsequent encounter"
S02112S,ICD10,,"type III occipital condyle fracture, sequelae"
S02113,ICD10,,unspecified occipital condyle fracture
S02113A,ICD10,,"unspecified occipital condyle fracture, initial encounter for closed fracture"
S02113B,ICD10,,"unspecified occipital condyle fracture, initial encounter for open fracture"
S02113D,ICD10,,"unspecified occipital condyle fracture, subsequent encounter"
S02113S,ICD10,,"unspecified occipital condyle fracture, sequelae"
S02118,ICD10,,other fracture of occiput
S02118A,ICD10,,"other fracture of occiput, uspecified side, initial encounter for closed fracture"
S02118B,ICD10,,"other fracture of occiput, unspecified side, initial encounter for open fracture"
S02118D,ICD10,,"other fracture of occiput, subsequent encounter"
S02118S,ICD10,,"other fracture of occiput, sequelae"
S02119,ICD10,,unspecified fracture of occiput
S02119A,ICD10,,"unspecified fracture of occiput, initial encounter for closed fracture"
S02119B,ICD10,,"unspecified fracture of occiput, initial encounter for open fracture"
S02119D,ICD10,,"unspecified fracture of occiput, subsequent encounter"
S02119S,ICD10,,"unspecified fracture of occiput, sequelae"
S0211AA,ICD10,,"type I occipital condyle fracture, right side, initial encounter for closed fracture"
S0211AB,ICD10,,"type I occipital condyle fracture, right side,  initial encounter for open fracture)"
S0211BA,ICD10,,"type I occipital condyle fracture, left side, initial encounter for closed fracture"
S0211BB,ICD10,,"(type I occipital condyle fracture, left side,  initial encounter for open fracture)"
S0211CA,ICD10,,"type II occipital condyle fracture, right side, initial encounter for closed fracture"
S0211CB,ICD10,,"type II occipital condyle fracture, right side, initial encounter for open fracture"
S0211DA,ICD10,,"(type II occipital condyle fracture, left side, initial encounter for closed fracture"
S0211DB,ICD10,,"type II occipital condyle fracture, left side, initial encounter for open fracture"
S0211EA,ICD10,,"(type III occipital condyle fracture, right side, initial encounter for closed fracture)"
S0211FA,ICD10,,"(type III occipital condyle fracture, left side, initial encounter for closed fracture)"
S0211FB,ICD10,,"type III occipital condyle fracture, left side, initial encounter for open fracture"
S0211GA,ICD10,,"other fracture of occiput, right side, initial encounter for closed fracture"
S0211GB,ICD10,,"other fracture of occiput, right side, initial encounter for open fracture"
S0211HA,ICD10,,"other fracture of occiput, left side, initial encounter for closed fracture"
S0211HB,ICD10,,"other fracture of occiput, left side, initial encounter for open fracture"
S0219,ICD10,,other fracture of base of skull
S0219XA,ICD10,,"other fracture of base of skull, initial encounter for closed fracture"
S0219XB,ICD10,,"other fracture for base of skull, initial encounter for open fracture"
S0219XD,ICD10,,
S0219XS,ICD10,,
S028,ICD10,,fractures of other specified skull and facial bones
S0280XA,ICD10,,"fracture of other specified skull and facial bones, unspecified side, initial encounter for closed fracture"
S0280XB,ICD10,,"fracture of other specified skull and facial bones, unspecified side, initial encounter for open fracture"
S0281XA,ICD10,,"fracture of other specified skull and facial bones, right side, initial encounter for closed fracture"
S0281XB,ICD10,,"fracture of other specified skull and facial bones, right side, initial encounter for open fracture"
S0282XA,ICD10,,"fracture of other specified skull and facial bones, left side, initial encounter for closed fracture"
S0282XB,ICD10,,"fracture of other specified skull and facial bones, left side, initial encounter for open fracture"
S028XXA,ICD10,,"fractures of other specified skull and facial bones, initial encounter for closed fracture"
S028XXB,ICD10,,"fractures of other specified skull and facial bones, initial encounter for open fracture"
S028XXD,ICD10,,
S028XXS,ICD10,,
S029,ICD10,,fracture of unspecified skull and facial bones
S0291,ICD10,,unspecified fracture of skull
S0291XA,ICD10,,"unspecified fracture of skull, initial encounter for closed fracture"
S0291XB,ICD10,,"unspecified fracture of skull, initial encounter for open fracture"
S0291XD,ICD10,,
S0291XS,ICD10,,
S0402,ICD10,,injury of optic chiasm
S0402X,ICD10,,injury of optic chiasm
S0402XA,ICD10,,"injury of optic chiasm, initial encounter"
S0402XD,ICD10,,"injury of optic chiasm, subsequent encounter"
S0402XS,ICD10,,"injury of optic chiasm, sequelae"
S0403,ICD10,,injury of optic tract and pathways
S04031,ICD10,,"injury of optic tract and pathways, right eye"
S04031A,ICD10,,"injury of optic tract and pathways, right eye, initial encounter"
S04031D,ICD10,,"injury of optic tract and pathways, right eye, subsequent encounter"
S04031S,ICD10,,"injury of optic tract and pathways, right eye, sequelae"
S04032,ICD10,,"injury of optic tract and pathways, left eye"
S04032A,ICD10,,"injury of optic tract and pathways, left eye, initial encounter"
S04032D,ICD10,,"injury of optic tract and pathways, left eye, subsequent encounter"
S04032S,ICD10,,"injury of optic tract and pathways, left eye, sequelae"
S04039,ICD10,,"injury of optic tract and pathways, unspecified eye"
S04039A,ICD10,,"injury of optic tract and pathways, unspecified eye, initial encounter"
S04039D,ICD10,,"injury of optic tract and pathways, unspecified eye, subsequent encounter"
S04039S,ICD10,,"injury of optic tract and pathways, unspecified eye, sequelae"
S0404,ICD10,,Injury of visual cortex
S04041,ICD10,,"injury of visual cortex, right eye"
S04041A,ICD10,,"injury of visual cortex, right eye, initial encounter"
S04041D,ICD10,,"injury of visual cortex, right eye, subsequent encounter"
S04041S,ICD10,,"injury of visual cortex, right eye, sequelae"
S04042,ICD10,,"injury of visual cortex, left eye"
S04042A,ICD10,,"injury of visual cortex, left eye, initial encounter"
S04042D,ICD10,,"injury of visual cortex, left eye, subsequent encounter"
S04042S,ICD10,,"injury of visual cortex, left eye, sequelae"
S04049,ICD10,,"injury of visual cortex, unspecified eye"
S04049A,ICD10,,"injury of visual cortex, unspecified eye, initial encounter"
S04049D,ICD10,,"injury of visual cortex, unspecified eye, subsequent encounter"
S04049S,ICD10,,"injury of visual cortex, unspecified eye, sequelae"
S060,ICD10,,concussion
S060X0,ICD10,,concussion w/o LOC
S060X0A,ICD10,Mild,"concussion w/o LOC, initial encounter"
S060X0D,ICD10,Mild,"concussion w/o LOC, subsequent encounter"
S060X0S,ICD10,Mild,"concussion w/o LOC, sequelae"
S060X1,ICD10,,concussion w/LOC of 30 mins or less
S060X1A,ICD10,Mild,"concussion w/LOC of 30 mins or less, initial encounter"
S060X1D,ICD10,Mild,"concussion w/LOC of 30 mins or less, subsequent encounter"
S060X1S,ICD10,Mild,"concussion w/LOC of 30 mins or less, sequelae"
S060X2,ICD10,,concussion w/LOC of 31-59 mins
S060X2A,ICD10,unclass,"concussion w/LOC of 31-59 mins, initial encounter"
S060X2D,ICD10,unclass,"concussion w/LOC of 31-59 mins, subsequent encounter"
S060X2S,ICD10,unclass,"concussion w/LOC of 31-59 mins, sequelae"
S060X3,ICD10,,concussion w/LOC of 1 hr to 5 hrs 59 mins
S060X3A,ICD10,unclass,"concussion w/LOC of 1 hr to 5 hrs 59 mins, initial encounter"
S060X3D,ICD10,unclass,"concussion w/LOC of 1 hr to 5 hrs 59 mins, subsequent encounter"
S060X3S,ICD10,unclass,"concussion w/LOC of 1 hr to 5 hrs 59 mins, sequelae"
S060X4,ICD10,,concussion w/LOC of 6-24 hrs
S060X4A,ICD10,unclass,"concussion w/LOC of 6-24 hrs, initial encounter"
S060X4D,ICD10,unclass,"concussion w/LOC of 6-24 hrs, subsequent encounter"
S060X4S,ICD10,unclass,"concussion w/LOC of 6-24 hrs, sequelae"
S060X5,ICD10,,concussion w/LOC > 24hrs with return to pre-existing conscious level
S060X5A,ICD10,unclass,"concussion w/LOC > 24hrs with return to pre-existing conscious level, initial encounter"
S060X5D,ICD10,unclass,"concussion w/LOC > 24hrs with return to pre-existing conscious level, subsequent encounter"
S060X5S,ICD10,unclass,"concussion w/LOC > 24hrs with return to pre-existing conscious level, sequelae"
S060X6,ICD10,,concussion w/LOC > 24 hrs w/o return to pre-existing conscious level with patient surviving
S060X6A,ICD10,unclass,"concussion w/LOC > 24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S060X6D,ICD10,unclass,"concussion w/LOC > 24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S060X6S,ICD10,unclass,"concussion w/LOC > 24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S060X7,ICD10,,concussion w/LOC of any duration with death due to brain injury prior to regaining consciousness
S060X7A,ICD10,unclass,"concussion w/LOC of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
S060X7D,ICD10,unclass,"concussion w/LOC of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter"
S060X7S,ICD10,unclass,"concussion w/LOC of any duration with death due to brain injury prior to regaining consciousness, sequelae"
S060X8,ICD10,,concussion w/LOC of any duration with death due to other causes before regaining consciousness
S060X8A,ICD10,Mild,"concussion w/LOC of any duration with death due to other causes before regaining consciousness, initial encounter"
S060X8D,ICD10,Mild,"concussion w/LOC of any duration with death due to other causes before regaining consciousness, subsequent encounter"
S060X8S,ICD10,Mild,"concussion w/LOC of any duration with death due to other causes before regaining consciousness, sequelae"
S060X9,ICD10,,concussion w/LOC of unspecified duration
S060X9A,ICD10,Mild,"concussion w/LOC of unspecified duration, initial encounter"
S060X9D,ICD10,Mild,"concussion w/LOC of unspecified duration, subsequent encounter"
S060X9S,ICD10,Mild,"concussion w/LOC of unspecified duration, sequelae"
S061X,ICD10,,traumatic cerebral edema
S061X0,ICD10,,traumatic cerebral edema w/o LOC
S061X0A,ICD10,mod_sev,"traumatic cerebral edema w/o LOC, initial encounter"
S061X0D,ICD10,mod_sev,"traumatic cerebral edema w/o LOC, subsequent encounter"
S061X0S,ICD10,mod_sev,"traumatic cerebral edema w/o LOC, sequelae"
S061X1,ICD10,,traumatic cerebral edema w/LOC of 30 min or less
S061X1A,ICD10,mod_sev,"traumatic cerebral edema w/LOC of 30 min or less, initial encounter"
S061X1D,ICD10,mod_sev,"traumatic cerebral edema w/LOC of 30 min or less, subsequent encounter"
S061X1S,ICD10,mod_sev,"traumatic cerebral edema w/LOC of 30 min or less, sequelae"
S061X2,ICD10,,traumatic cerebral edema w/LOC of 31-59 minutes
S061X2A,ICD10,mod_sev,"traumatic cerebral edema w/LOC of 31-59 minutes, initial encounter"
S061X2D,ICD10,mod_sev,"traumatic cerebral edema w/LOC of 31-59 minutes, subsequent encounter"
S061X2S,ICD10,mod_sev,"traumatic cerebral edema w/LOC of 31-59 minutes, sequelae"
S061X3,ICD10,,traumatic cerebral edema w/LOC of 1hr to 5 hrs 59 mins
S061X3A,ICD10,mod_sev,"traumatic cerebral edema w/LOC of 1hr to 5 hrs 59 mins, initial encounter"
S061X3D,ICD10,mod_sev,"traumatic cerebral edema w/LOC of 1hr to 5 hrs 59 mins, subsequent encounter"
S061X3S,ICD10,mod_sev,"traumatic cerebral edema w/LOC of 1hr to 5 hrs 59 mins, sequelae"
S061X4,ICD10,,traumatic cerebral edema w/LOC of 6-24 hrs
S061X4A,ICD10,mod_sev,"traumatic cerebral edema w/LOC of 6-24 hrs, initial encounter"
S061X4D,ICD10,mod_sev,"traumatic cerebral edema w/LOC of 6-24 hrs, subsequent encounter"
S061X4S,ICD10,mod_sev,"traumatic cerebral edema w/LOC of 6-24 hrs, sequelae"
S061X5,ICD10,,traumatic cerebral edema w/ LOC >24 hrs with return to pre-existing conscious level
S061X5A,ICD10,mod_sev,"traumatic cerebral edema w/ LOC >24 hrs with return to pre-existing conscious level, initial encounter"
S061X5D,ICD10,mod_sev,"traumatic cerebral edema w/ LOC >24 hrs with return to pre-existing conscious level, subsequent encounter"
S061X5S,ICD10,mod_sev,"traumatic cerebral edema w/ LOC >24 hrs with return to pre-existing conscious level, sequelae"
S061X6,ICD10,,traumatic cerebral edema w/ LOC >24 hrs w/o return to pre-existing conscious level with patient surviving
S061X6A,ICD10,mod_sev,"traumatic cerebral edema w/ LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S061X6D,ICD10,mod_sev,"traumatic cerebral edema w/ LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S061X6S,ICD10,mod_sev,"traumatic cerebral edema w/ LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S061X7,ICD10,,traumatic cerebral edema w/LOC of any duration with death due to brain injury prior to regaining consciousness
S061X7A,ICD10,mod_sev,"traumatic cerebral edema w/LOC of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
S061X7D,ICD10,mod_sev,"traumatic cerebral edema w/LOC of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter"
S061X7S,ICD10,mod_sev,"traumatic cerebral edema w/LOC of any duration with death due to brain injury prior to regaining consciousness, sequelae"
S061X8,ICD10,,traumatic cerebral edema w/LOC of any duration with death due to other causes prior to regaining consciousness
S061X8A,ICD10,mod_sev,"traumatic cerebral edema w/LOC of any duration with death due to other causes prior to regaining consciousness, initial encounter"
S061X8D,ICD10,mod_sev,"traumatic cerebral edema w/LOC of any duration with death due to other causes prior to regaining consciousness, subsequent encounter"
S061X8S,ICD10,mod_sev,"traumatic cerebral edema w/LOC of any duration with death due to other causes prior to regaining consciousness, sequelae"
S061X9,ICD10,,traumatic cerebral edema w/LOC of unspecified duration
S061X9A,ICD10,mod_sev,"traumatic cerebral edema w/LOC of unspecified duration, initial encounter"
S061X9D,ICD10,mod_sev,"traumatic cerebral edema w/LOC of unspecified duration, subsequent encounter"
S061X9S,ICD10,mod_sev,"traumatic cerebral edema w/LOC of unspecified duration, sequelae"
S062X,ICD10,,diffuse traumatic brain injury
S062X0,ICD10,,diffuse traumatic brain injury w/o LOC
S062X0A,ICD10,unclass,"diffuse traumatic brain injury w/o LOC, initial encounter"
S062X0D,ICD10,unclass,"diffuse traumatic brain injury w/o LOC, subsequent encounter"
S062X0S,ICD10,unclass,"diffuse traumatic brain injury w/o LOC, sequelae"
S062X1,ICD10,,diffuse traumatic brain injury w/LOC of 30 min or less
S062X1A,ICD10,unclass,"diffuse traumatic brain injury w/LOC of 30 min or less, initial encounter"
S062X1D,ICD10,unclass,"diffuse traumatic brain injury w/LOC of 30 min or less, subsequent encounter"
S062X1S,ICD10,unclass,"diffuse traumatic brain injury w/LOC of 30 min or less, sequelae"
S062X2,ICD10,,diffuse traumatic brain injury w/LOC of 31-59 minutes
S062X2A,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC of 31-59 minutes, initial encounter"
S062X2D,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC of 31-59 minutes, subsequent encounter"
S062X2S,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC of 31-59 minutes, sequelae"
S062X3,ICD10,,diffuse traumatic brain injury w/LOC of 1hr to 5 hrs 59 mins
S062X3A,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC of 1hr to 5 hrs 59 mins, initial encounter"
S062X3D,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC of 1hr to 5 hrs 59 mins, subsequent encounter"
S062X3S,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC of 1hr to 5 hrs 59 mins, sequelae"
S062X4,ICD10,,diffuse traumatic brain injury w/LOC of 6-24 hrs
S062X4A,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC of 6-24 hrs, initial encounter"
S062X4D,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC of 6-24 hrs, subsequent encounter"
S062X4S,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC of 6-24 hrs, sequelae"
S062X5,ICD10,,diffuse traumatic brain injury w/ LOC >24 hrs with return to pre-existing conscious level
S062X5A,ICD10,mod_sev,"diffuse traumatic brain injury w/ LOC >24 hrs with return to pre-existing conscious level, initial encounter"
S062X5D,ICD10,mod_sev,"diffuse traumatic brain injury w/ LOC >24 hrs with return to pre-existing conscious level, subsequent encounter"
S062X5S,ICD10,mod_sev,"diffuse traumatic brain injury w/ LOC >24 hrs with return to pre-existing conscious level, sequelae"
S062X6,ICD10,,diffuse traumatic brain injury w/LOC  >24 hrs w/o return to pre-existing conscious level with patient surviving
S062X6A,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC  >24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S062X6D,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC  >24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S062X6S,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC  >24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S062X7,ICD10,,diffuse traumatic brain injury w/LOC of any duration with death due to brain injury prior to regaining consciousness
S062X7A,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
S062X7D,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter"
S062X7S,ICD10,mod_sev,"diffuse traumatic brain injury w/LOC of any duration with death due to brain injury prior to regaining consciousness, sequelae"
S062X8,ICD10,,diffuse traumatic brain injury w/LOC of any duration with death due to other causes prior to regaining consciousness
S062X8A,ICD10,unclass,"diffuse traumatic brain injury w/LOC of any duration with death due to other causes prior to regaining consciousness, initial encounter"
S062X8D,ICD10,unclass,"diffuse traumatic brain injury w/LOC of any duration with death due to other causes prior to regaining consciousness, subsequent encounter"
S062X8S,ICD10,unclass,"diffuse traumatic brain injury w/LOC of any duration with death due to other causes prior to regaining consciousness, sequelae"
S062X9,ICD10,,diffuse traumatic brain injury w/LOC of unspecified duration
S062X9A,ICD10,unclass,"diffuse traumatic brain injury w/LOC of unspecified duration, initial encounter"
S062X9D,ICD10,unclass,"diffuse traumatic brain injury w/LOC of unspecified duration, subsequent encounter"
S062X9S,ICD10,unclass,"diffuse traumatic brain injury w/LOC of unspecified duration, sequelae"
S0630,ICD10,,unspecified focal traumatic brain injury
S06300,ICD10,,unspecified focal traumatic brain injury w/o LOC
S06300A,ICD10,unclass,"unspecified focal traumatic brain injury w/o LOC, initial encounter"
S06300D,ICD10,unclass,"unspecified focal traumatic brain injury w/o LOC, subsequent encounter"
S06300S,ICD10,unclass,"unspecified focal traumatic brain injury w/o LOC, sequelae"
S06301,ICD10,,unspecified focal traumatic brain injury w/LOC of 30 min or less
S06301A,ICD10,unclass,"unspecified focal traumatic brain injury w/LOC of 30 min or less, initial encounter"
S06301D,ICD10,unclass,"unspecified focal traumatic brain injury w/LOC of 30 min or less, subsequent encounter"
S06301S,ICD10,unclass,"unspecified focal traumatic brain injury w/LOC of 30 min or less, sequelae"
S06302,ICD10,,unspecified focal traumatic brain injury w/LOC of 31-59 minutes
S06302A,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC of 31-59 minutes, initial encounter"
S06302D,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC of 31-59 minutes, subsequent encounter"
S06302S,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC of 31-59 minutes, sequelae"
S06303,ICD10,,unspecified focal traumatic brain injury w/LOC of 1hr to 5 hrs 59 mins
S06303A,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC of 1hr to 5 hrs 59 mins, initial encounter"
S06303D,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC of 1hr to 5 hrs 59 mins, subsequent encounter"
S06303S,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC of 1hr to 5 hrs 59 mins, sequelae"
S06304,ICD10,,unspecified focal traumatic brain injury w/LOC of 6-24 hrs
S06304A,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC of 6-24 hrs, initial encounter"
S06304D,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC of 6-24 hrs, subsequent encounter"
S06304S,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC of 6-24 hrs, sequelae"
S06305,ICD10,,unspecified focal traumatic brain injury w/LOC >24 hrs with return to pre-existing conscious level
S06305A,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC >24 hrs with return to pre-existing conscious level, initial encounter"
S06305D,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC >24 hrs with return to pre-existing conscious level, subsequent encounter"
S06305S,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC >24 hrs with return to pre-existing conscious level, sequelae"
S06306,ICD10,,unspecified focal traumatic brain injury w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving
S06306A,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S06306D,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S06306S,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S06307,ICD10,,unspecified focal traumatic brain injury w/LOC of any duration with death due to brain injury prior to regaining consciousness
S06307A,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
S06307D,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter"
S06307S,ICD10,mod_sev,"unspecified focal traumatic brain injury w/LOC of any duration with death due to brain injury prior to regaining consciousness, sequelae"
S06308,ICD10,,unspecified focal traumatic brain injury w/LOC of any duration with death due to other causes prior to regaining consciousness
S06308A,ICD10,unclass,"unspecified focal traumatic brain injury w/LOC of any duration with death due to other causes prior to regaining consciousness, initial encounter"
S06308D,ICD10,unclass,"unspecified focal traumatic brain injury w/LOC of any duration with death due to other causes prior to regaining consciousness, subsequent encounter"
S06308S,ICD10,unclass,"unspecified focal traumatic brain injury w/LOC of any duration with death due to other causes prior to regaining consciousness, sequelae"
S06309,ICD10,,unspecified focal traumatic brain injury w/LOC of unspecified duration
